procedure_code,procedure_descrption,category,proc_sk
96372,Therapeutic injection,Procedure,1983
49900,Appendectomy,Surgery,1984
99285,Emergency department visit - high severity,Emergency,1985
67028,Retinal surgery,Surgery,1986
67028,Retinal surgery,Surgery,1987
90792,Rheumatology consult,Evaluation & Management,1988
99213,Office/outpatient visit EST,Evaluation & Management,1989
93306,Echocardiogram,Imaging,1990
92511,Nasopharyngoscopy,Diagnostic,1991
99213,Pediatric office visit,Evaluation & Management,1992
99213,Pediatric office visit,Evaluation & Management,1993
11721,"Debride nail, 6 or more",Procedure,1994
92014,Ophthalmology exam,Evaluation & Management,1995
17000,Destruction benign lesion,Procedure,1996
76830,Pelvic ultrasound,Imaging,1997
92014,Ophthalmology exam,Evaluation & Management,1998
43239,EGD,Procedure,1999
71020,Chest X-ray,Imaging,2000
95816,EEG,Diagnostic,2001
27447,Knee replacement,Surgery,2002
17000,Destruction benign lesion,Procedure,2003
00520,Anesthesia for procedures,Procedure,2004
80047,Unknown Procedure,Lab,2005
95115,Allergy testing,Procedure,2006
49900,Appendectomy,Surgery,2007
93000,Electrocardiogram,Diagnostic,2008
92511,Speech audiometry,Diagnostic,2009
80050,General health panel,Lab,2010
49900,Repair of abdominal wall,Surgery,2011
90791,Psychiatric diagnostic eval,Evaluation & Management,2012
90471,Immunization administration,Preventive,2013
80048,Thyroid panel,Lab,2014
87070,"Culture, bacterial",Lab,2015
58150,Cesarean delivery,Surgery,2016
96372,Therapeutic injection,Procedure,2017
88305,Tissue exam by pathologist,Lab,2018
99213,Office/outpatient visit EST,Evaluation & Management,2019
17000,Destruction benign lesion,Procedure,2020
99213,Office visit,Evaluation & Management,2021
54520,Removal of testis,Surgery,2022
99213,"Office/outpatient visit, est",Evaluation & Management,2023
35301,Bypass graft,Surgery,2024
15734,Scar revision,Procedure,2025
80047,Renal panel,Lab,2026
90791,Psychiatric diagnostic eval,Evaluation & Management,2027
99213,Pediatric office visit,Evaluation & Management,2028
87070,"Culture, bacterial",Lab,2029
99285,Emergency department visit - high severity,Emergency,2030
96372,Unknown Procedure,Procedure,2031
80050,General health panel,Lab,2032
88305,Pathology tissue exam,Lab,2033
88305,Pathology tissue exam,Lab,2034
71020,Chest x-ray,Imaging,2035
90471,Immunization administration,Preventive,2036
90791,Psychiatric diagnostic eval,Evaluation & Management,2037
80050,General health panel,Lab,2038
90791,Psychiatric diagnostic eval,Evaluation & Management,2039
87070,"Culture, bacterial",Lab,2040
95816,EEG,Diagnostic,2041
99285,Emergency department visit - high severity,Emergency,2042
67028,Retinal surgery,Surgery,2043
93000,Electrocardiogram,Diagnostic,2044
95117,Allergy injection,Procedure,2045
90792,Unknown Procedure,Evaluation & Management,2046
88305,Pathology tissue exam,Lab,2047
95115,Allergy testing,Procedure,2048
70450,CT Head without contrast,Imaging,2049
90791,Psychiatric diagnostic eval,Evaluation & Management,2050
92511,Speech audiometry,Diagnostic,2051
92511,Nasopharyngoscopy,Diagnostic,2052
35301,Bypass graft,Surgery,2053
95115,Allergy testing,Procedure,2054
15734,Scar revision,Procedure,2055
71020,Chest X-ray,Imaging,2056
11721,Debridement nail,Procedure,2057
00520,Anesthesia for procedures,Procedure,2058
52000,Cystoscopy,Procedure,2059
70450,Ct head/brain w/o dye,Imaging,2060
90471,Immunization administration,Preventive,2061
88305,Pathology tissue exam,Lab,2062
93306,Echocardiogram,Imaging,2063
99213,"Office/outpatient visit, est",Evaluation & Management,2064
52000,Cystoscopy,Procedure,2065
31500,Intubation,Procedure,2066
49900,Appendectomy,Surgery,2067
95810,Nerve conduction study,Diagnostic,2068
54520,Orchiectomy,Surgery,2069
99213,Office visit,Evaluation & Management,2070
90471,Immunization administration,Preventive,2071
80050,General health panel,Lab,2072
93306,Echocardiogram,Imaging,2073
88305,Pathology tissue exam,Lab,2074
99213,Office/outpatient visit EST,Evaluation & Management,2075
93306,Echocardiogram,Imaging,2076
88305,Pathology tissue exam,Lab,2077
99213,Office/outpatient visit EST,Evaluation & Management,2078
52000,Cystoscopy,Procedure,2079
54520,Removal of testis,Surgery,2080
15734,Scar revision,Procedure,2081
11721,Debridement nail,Procedure,2082
96372,Therapeutic injection,Procedure,2083
88305,Pathology tissue exam,Lab,2084
50360,Dialysis access procedure,Procedure,2085
52000,Cystoscopy,Procedure,2086
15734,Scar revision,Procedure,2087
99213,Office visit,Evaluation & Management,2088
94010,Pulmonary function test,Diagnostic,2089
90471,Immunization administration,Preventive,2090
31500,Intubation,Procedure,2091
80047,Renal panel,Lab,2092
49900,Appendectomy,Surgery,2093
99213,Office/outpatient visit EST,Evaluation & Management,2094
71020,Chest X-ray,Imaging,2095
17000,Destruction benign lesion,Procedure,2096
99285,Emergency dept visit,Emergency,2097
95816,EEG,Diagnostic,2098
50360,Dialysis access procedure,Procedure,2099
80048,Thyroid panel,Lab,2100
99213,Pediatric office visit,Evaluation & Management,2101
20610,"Arthrocentesis, small joint",Procedure,2102
15734,Scar revision,Procedure,2103
93000,Electrocardiogram,Diagnostic,2104
88305,Pathology tissue exam,Lab,2105
90471,Immunization administration,Preventive,2106
99213,Pediatric office visit,Evaluation & Management,2107
90471,Immunization administration,Preventive,2108
00520,Anesthesia for procedures,Procedure,2109
93306,Echocardiogram,Imaging,2110
92014,Ophthalmology exam,Evaluation & Management,2111
90792,Rheumatology consult,Evaluation & Management,2112
15734,Scar revision,Procedure,2113
95117,Allergy injection,Procedure,2114
80050,General health panel,Lab,2115
11721,Debridement nail,Procedure,2116
90792,Rheumatology consult,Evaluation & Management,2117
88305,Tissue exam by pathologist,Lab,2118
88305,Tissue exam by pathologist,Lab,2119
80050,General health panel,Lab,2120
54520,Orchiectomy,Surgery,2121
12001,Repair superficial wound(s),Procedure,2122
95115,Allergy testing,Procedure,2123
49900,Appendectomy,Surgery,2124
00520,Anesthesia for procedures,Procedure,2125
20610,"Arthrocentesis, small joint",Procedure,2126
17000,Destruction benign lesion,Procedure,2127
27447,Knee replacement,Surgery,2128
15734,"Muscle-skin graft, trunk",Procedure,2129
17000,Destroy benign/premlg lesion,Procedure,2130
99285,Emergency department visit - high severity,Emergency,2131
00520,Anesthesia for procedures,Procedure,2132
90792,Rheumatology consult,Evaluation & Management,2133
54520,Orchiectomy,Surgery,2134
71020,Chest X-ray,Imaging,2135
92511,Speech audiometry,Diagnostic,2136
87070,"Culture, bacterial",Lab,2137
90792,Rheumatology consult,Evaluation & Management,2138
11721,Debridement nail,Procedure,2139
00520,Anesthesia for procedures,Procedure,2140
70450,CT Head without contrast,Imaging,2141
80050,General health panel,Lab,2142
31500,Intubation,Procedure,2143
35301,Bypass graft,Surgery,2144
20610,"Arthrocentesis, small joint",Procedure,2145
31231,Nasal polypectomy,Procedure,2146
99285,Emergency dept visit,Emergency,2147
88305,Pathology tissue exam,Lab,2148
50360,Dialysis access procedure,Procedure,2149
71020,Chest x-ray,Imaging,2150
12001,Simple repair of wound,Procedure,2151
87070,"Culture, bacteria, other",Lab,2152
50360,Dialysis access procedure,Procedure,2153
58150,Cesarean delivery,Surgery,2154
52000,Cystoscopy,Procedure,2155
88305,Pathology tissue exam,Lab,2156
11102,Unknown Procedure,Procedure,2157
71020,Chest X-ray,Imaging,2158
80050,General health panel,Lab,2159
70450,Ct head/brain w/o dye,Imaging,2160
67028,Retinal surgery,Surgery,2161
99213,Office/outpatient visit EST,Evaluation & Management,2162
35301,Bypass graft,Surgery,2163
11721,Debridement nail,Procedure,2164
90791,Psychiatric diagnostic eval,Evaluation & Management,2165
58150,Cesarean delivery,Surgery,2166
80050,General health panel,Lab,2167
92511,Speech audiometry,Diagnostic,2168
93000,Electrocardiogram,Diagnostic,2169
52000,Cystoscopy,Procedure,2170
80047,Renal panel,Lab,2171
27447,Knee replacement,Surgery,2172
76830,Pelvic ultrasound,Imaging,2173
96413,Chemotherapy administration,Procedure,2174
50360,Dialysis access procedure,Procedure,2175
67028,Retinal surgery,Surgery,2176
49900,Appendectomy,Surgery,2177
00520,Anesthesia for procedures,Procedure,2178
90471,Immunization administration,Preventive,2179
95115,Allergy testing,Procedure,2180
90791,Psychiatric diagnostic eval,Evaluation & Management,2181
52000,Cystoscopy,Procedure,2182
88305,Pathology tissue exam,Lab,2183
95810,Nerve conduction study,Diagnostic,2184
00520,Anesthesia for procedures,Procedure,2185
71020,Chest X-ray,Imaging,2186
96372,Therapeutic injection,Procedure,2187
35301,Bypass graft,Surgery,2188
15734,Scar revision,Procedure,2189
93458,Cardiac cath,Procedure,2190
93306,Unknown Procedure,Imaging,2191
67028,Retinal surgery,Surgery,2192
93000,Electrocardiogram,Diagnostic,2193
35301,Rechanneling of artery,Surgery,2194
49900,Appendectomy,Surgery,2195
99214,Office/outpatient visit EST - extended,Evaluation & Management,2196
11721,"Debride nail, 6 or more",Procedure,2197
99213,Office visit,Evaluation & Management,2198
80047,Renal panel,Lab,2199
A0425,Ambulance service,Procedure,2200
88305,Tissue exam by pathologist,Lab,2201
90471,Immunization administration,Preventive,2202
67028,Retinal surgery,Surgery,2203
92014,Ophthalmology exam,Evaluation & Management,2204
90791,Psychiatric diagnostic eval,Evaluation & Management,2205
92511,Speech audiometry,Diagnostic,2206
92511,Speech audiometry,Diagnostic,2207
80050,General health panel,Lab,2208
99285,Emergency department visit - high severity,Emergency,2209
11721,"Debride nail, 6 or more",Procedure,2210
20610,"Arthrocentesis, small joint",Procedure,2211
A0425,Ambulance service,Procedure,2212
95810,Nerve conduction study,Diagnostic,2213
99213,Pediatric office visit,Evaluation & Management,2214
49900,Appendectomy,Surgery,2215
99285,Emergency dept visit,Emergency,2216
93000,"Electrocardiogram, complete",Diagnostic,2217
80048,Thyroid panel,Lab,2218
99213,Pediatric office visit,Evaluation & Management,2219
90792,Rheumatology consult,Evaluation & Management,2220
11721,Debridement nail,Procedure,2221
90791,Psychiatric diagnostic eval,Evaluation & Management,2222
87070,"Culture, bacterial",Lab,2223
99213,Office/outpatient visit EST,Evaluation & Management,2224
94010,Pulmonary function test,Diagnostic,2225
00520,Anesthesia for procedures,Procedure,2226
35301,Bypass graft,Surgery,2227
58150,Total hysterectomy,Surgery,2228
31231,"Nasal endoscopy, dx",Procedure,2229
88305,Pathology tissue exam,Lab,2230
88305,Pathology tissue exam,Lab,2231
99285,Emergency department visit - high severity,Emergency,2232
99285,Emergency dept visit,Emergency,2233
80047,Renal panel,Lab,2234
94010,Pulmonary function test,Diagnostic,2235
80050,General health panel,Lab,2236
43239,EGD,Procedure,2237
87070,"Culture, bacterial",Lab,2238
95115,Allergy testing,Procedure,2239
92014,Ophthalmology exam,Evaluation & Management,2240
15734,Scar revision,Procedure,2241
12001,Repair superficial wound(s),Procedure,2242
11721,Debridement nail,Procedure,2243
92511,Speech audiometry,Diagnostic,2244
99213,Office/outpatient visit EST,Evaluation & Management,2245
35301,Bypass graft,Surgery,2246
52000,Cystoscopy,Procedure,2247
93000,Electrocardiogram,Diagnostic,2248
87070,"Culture, bacterial",Lab,2249
90792,Rheumatology consult,Evaluation & Management,2250
92014,Ophthalmology exam,Evaluation & Management,2251
90471,Immunization administration,Preventive,2252
76830,Pelvic ultrasound,Imaging,2253
11721,Debridement nail,Procedure,2254
A0425,Ambulance service,Procedure,2255
71020,Chest X-ray,Imaging,2256
11721,Debridement nail,Procedure,2257
54520,Orchiectomy,Surgery,2258
88305,Tissue exam by pathologist,Lab,2259
17000,Destruction benign lesion,Procedure,2260
11721,Debridement nail,Procedure,2261
92014,Ophthalmology exam,Evaluation & Management,2262
15734,Scar revision,Procedure,2263
95115,"Immunotherapy, one injection",Procedure,2264
52000,Cystoscopy,Procedure,2265
80048,Thyroid panel,Lab,2266
92014,Ophthalmology exam,Evaluation & Management,2267
80050,General health panel,Lab,2268
70450,CT Head without contrast,Imaging,2269
96413,Chemotherapy administration,Procedure,2270
80050,General health panel,Lab,2271
58150,Cesarean delivery,Surgery,2272
31231,Nasal polypectomy,Procedure,2273
99285,Emergency department visit - high severity,Emergency,2274
76830,Pelvic ultrasound,Imaging,2275
15734,"Muscle-skin graft, trunk",Procedure,2276
11102,Skin lesion excision,Procedure,2277
99213,Office visit,Evaluation & Management,2278
90792,Rheumatology consult,Evaluation & Management,2279
43239,EGD,Procedure,2280
35301,Bypass graft,Surgery,2281
88305,Pathology tissue exam,Lab,2282
11721,Debridement nail,Procedure,2283
31500,Intubation,Procedure,2284
90792,Rheumatology consult,Evaluation & Management,2285
92511,Nasopharyngoscopy,Diagnostic,2286
35301,Bypass graft,Surgery,2287
80050,General health panel,Lab,2288
95816,EEG,Diagnostic,2289
95117,Allergy injection,Procedure,2290
80048,Thyroid panel,Lab,2291
99285,Emergency department visit - high severity,Emergency,2292
88305,Pathology tissue exam,Lab,2293
99213,Office/outpatient visit EST,Evaluation & Management,2294
11721,Debridement nail,Procedure,2295
93000,"Electrocardiogram, complete",Diagnostic,2296
90791,Psychiatric diagnostic eval,Evaluation & Management,2297
96372,Unknown Procedure,Procedure,2298
90792,Unknown Procedure,Evaluation & Management,2299
90791,Psychiatric diagnostic eval,Evaluation & Management,2300
96372,Therapeutic injection,Procedure,2301
88305,Pathology tissue exam,Lab,2302
94010,Pulmonary function test,Diagnostic,2303
00520,Anesthesia for procedures,Procedure,2304
27447,Knee replacement,Surgery,2305
90471,Immunization administration,Preventive,2306
70450,CT Head without contrast,Imaging,2307
50360,Dialysis access procedure,Procedure,2308
70450,CT Head without contrast,Imaging,2309
94010,Pulmonary function test,Diagnostic,2310
15734,Scar revision,Procedure,2311
88305,Tissue exam by pathologist,Lab,2312
11102,Skin lesion excision,Procedure,2313
96413,Chemotherapy administration,Procedure,2314
71020,Chest X-ray,Imaging,2315
90471,Immunization administration,Preventive,2316
90471,Immunization administration,Preventive,2317
67028,Retinal surgery,Surgery,2318
93458,Cardiac cath,Procedure,2319
52000,Cystoscopy,Procedure,2320
00520,Unknown Procedure,Procedure,2321
11721,"Debride nail, 6 or more",Procedure,2322
96372,Therapeutic injection,Procedure,2323
00520,Unknown Procedure,Procedure,2324
87070,"Culture, bacterial",Lab,2325
90791,Psychiatric diagnostic eval,Evaluation & Management,2326
90471,Immunization administration,Preventive,2327
52000,Cystoscopy,Procedure,2328
71020,Chest X-ray,Imaging,2329
92014,Ophthalmology exam,Evaluation & Management,2330
11102,Skin lesion excision,Procedure,2331
80050,General health panel,Lab,2332
35301,Bypass graft,Surgery,2333
80048,Thyroid panel,Lab,2334
80050,General health panel,Lab,2335
99213,Office/outpatient visit EST,Evaluation & Management,2336
96372,Therapeutic injection,Procedure,2337
99213,Office/outpatient visit EST,Evaluation & Management,2338
20610,"Arthrocentesis, small joint",Procedure,2339
88305,Tissue exam by pathologist,Lab,2340
67028,Retinal surgery,Surgery,2341
31231,"Nasal endoscopy, dx",Procedure,2342
88305,Pathology tissue exam,Lab,2343
99213,Office/outpatient visit EST,Evaluation & Management,2344
80047,Renal panel,Lab,2345
27447,Total knee arthroplasty,Surgery,2346
99213,Office/outpatient visit EST,Evaluation & Management,2347
15734,Scar revision,Procedure,2348
A0425,Unknown Procedure,Procedure,2349
50360,Transplantation of kidney,Procedure,2350
00520,Unknown Procedure,Procedure,2351
27447,Knee replacement,Surgery,2352
90791,Psychiatric diagnostic eval,Evaluation & Management,2353
88305,Pathology tissue exam,Lab,2354
A0425,Ambulance service,Procedure,2355
35301,Bypass graft,Surgery,2356
99213,Pediatric office visit,Evaluation & Management,2357
80050,General health panel,Lab,2358
67028,Retinal surgery,Surgery,2359
93306,Echocardiogram,Imaging,2360
71020,Chest X-ray,Imaging,2361
90792,Unknown Procedure,Evaluation & Management,2362
90792,Rheumatology consult,Evaluation & Management,2363
20610,"Arthrocentesis, small joint",Procedure,2364
90792,Rheumatology consult,Evaluation & Management,2365
88305,Pathology tissue exam,Lab,2366
50360,Dialysis access procedure,Procedure,2367
80050,General health panel,Lab,2368
99214,Office visit extended,Evaluation & Management,2369
87070,"Culture, bacterial",Lab,2370
52000,Cystoscopy,Procedure,2371
90471,Immunization administration,Preventive,2372
96372,Therapeutic injection,Procedure,2373
11721,Debridement nail,Procedure,2374
80050,General health panel,Lab,2375
92014,Ophthalmology exam,Evaluation & Management,2376
99213,Office visit,Evaluation & Management,2377
99213,Office visit,Evaluation & Management,2378
90792,Rheumatology consult,Evaluation & Management,2379
43239,EGD,Procedure,2380
99213,Office visit,Evaluation & Management,2381
11102,Skin lesion excision,Procedure,2382
43239,EGD,Procedure,2383
50360,Transplantation of kidney,Procedure,2384
20610,"Drain/inject, joint/bursa",Procedure,2385
99213,Office/outpatient visit EST,Evaluation & Management,2386
11721,Debridement nail,Procedure,2387
99213,"Office/outpatient visit, est",Evaluation & Management,2388
11102,Skin lesion excision,Procedure,2389
49900,Repair of abdominal wall,Surgery,2390
31231,Nasal polypectomy,Procedure,2391
93000,Electrocardiogram,Diagnostic,2392
90471,Immunization administration,Preventive,2393
92014,Eye exam & treatment,Evaluation & Management,2394
99213,Office/outpatient visit EST,Evaluation & Management,2395
11721,Debridement nail,Procedure,2396
88305,Pathology tissue exam,Lab,2397
80048,Thyroid panel,Lab,2398
35301,Bypass graft,Surgery,2399
71020,Chest X-ray,Imaging,2400
90471,Immunization administration,Preventive,2401
17000,Destruction benign lesion,Procedure,2402
90792,Rheumatology consult,Evaluation & Management,2403
96413,Chemotherapy administration,Procedure,2404
99213,Office visit,Evaluation & Management,2405
99213,Office visit,Evaluation & Management,2406
88305,Pathology tissue exam,Lab,2407
99214,Office visit extended,Evaluation & Management,2408
76830,Pelvic ultrasound,Imaging,2409
99214,Office visit extended,Evaluation & Management,2410
88305,Pathology tissue exam,Lab,2411
90792,Rheumatology consult,Evaluation & Management,2412
92511,Speech audiometry,Diagnostic,2413
31231,Nasal polypectomy,Procedure,2414
20610,"Arthrocentesis, small joint",Procedure,2415
92511,Nasopharyngoscopy,Diagnostic,2416
90791,Psychiatric diagnostic eval,Evaluation & Management,2417
95816,EEG,Diagnostic,2418
96413,Unknown Procedure,Procedure,2419
20610,"Arthrocentesis, small joint",Procedure,2420
93000,Electrocardiogram,Diagnostic,2421
88305,Pathology tissue exam,Lab,2422
43239,EGD,Procedure,2423
67028,Injection eye drug,Surgery,2424
17000,Destruction benign lesion,Procedure,2425
12001,Simple repair of wound,Procedure,2426
99213,"Office/outpatient visit, est",Evaluation & Management,2427
A0425,Ambulance service,Procedure,2428
93306,Echocardiogram,Imaging,2429
88305,Pathology tissue exam,Lab,2430
90471,Immunization administration,Preventive,2431
11102,Skin lesion excision,Procedure,2432
80048,Thyroid panel,Lab,2433
49900,Appendectomy,Surgery,2434
94010,Pulmonary function test,Diagnostic,2435
93306,Echocardiogram,Imaging,2436
50360,Dialysis access procedure,Procedure,2437
15734,Scar revision,Procedure,2438
87070,"Culture, bacterial",Lab,2439
35301,Bypass graft,Surgery,2440
90791,Psychiatric diagnostic eval,Evaluation & Management,2441
80048,Thyroid panel,Lab,2442
11721,Debridement nail,Procedure,2443
17000,Destruction benign lesion,Procedure,2444
90791,Psychiatric diagnostic eval,Evaluation & Management,2445
95810,Nerve conduction study,Diagnostic,2446
A0425,Unknown Procedure,Procedure,2447
99285,Emergency department visit - high severity,Emergency,2448
80050,General health panel,Lab,2449
11721,Debridement nail,Procedure,2450
96413,Chemotherapy administration,Procedure,2451
99213,Office visit,Evaluation & Management,2452
92511,Speech audiometry,Diagnostic,2453
71020,Chest X-ray,Imaging,2454
95115,Allergy testing,Procedure,2455
99214,Office/outpatient visit EST - extended,Evaluation & Management,2456
99214,Office visit extended,Evaluation & Management,2457
90791,Unknown Procedure,Evaluation & Management,2458
80050,General health panel,Lab,2459
67028,Retinal surgery,Surgery,2460
15734,Scar revision,Procedure,2461
54520,Orchiectomy,Surgery,2462
95810,"Polysomnography, 4 or more",Diagnostic,2463
00520,Anesthesia for procedures,Procedure,2464
88305,Pathology tissue exam,Lab,2465
35301,Bypass graft,Surgery,2466
15734,Scar revision,Procedure,2467
93458,Cardiac cath,Procedure,2468
90791,Psychiatric diagnostic eval,Evaluation & Management,2469
95115,Allergy testing,Procedure,2470
54520,Orchiectomy,Surgery,2471
00520,Anesthesia for procedures,Procedure,2472
15734,Scar revision,Procedure,2473
15734,Scar revision,Procedure,2474
A0425,Ambulance service,Procedure,2475
50360,Transplantation of kidney,Procedure,2476
71020,Chest X-ray,Imaging,2477
11102,Skin lesion excision,Procedure,2478
31231,Nasal polypectomy,Procedure,2479
99214,Office/outpatient visit EST - extended,Evaluation & Management,2480
88305,Pathology tissue exam,Lab,2481
88305,Pathology tissue exam,Lab,2482
88305,Tissue exam by pathologist,Lab,2483
90792,Rheumatology consult,Evaluation & Management,2484
15734,Scar revision,Procedure,2485
96372,Therapeutic injection,Procedure,2486
90792,Rheumatology consult,Evaluation & Management,2487
71020,Chest X-ray,Imaging,2488
35301,Rechanneling of artery,Surgery,2489
90792,Rheumatology consult,Evaluation & Management,2490
00520,Anesthesia for procedures,Procedure,2491
80047,Renal panel,Lab,2492
20610,"Drain/inject, joint/bursa",Procedure,2493
54520,Orchiectomy,Surgery,2494
71020,Chest X-ray,Imaging,2495
96413,Chemotherapy administration,Procedure,2496
12001,Simple repair of wound,Procedure,2497
99213,Office/outpatient visit EST,Evaluation & Management,2498
71020,Chest X-ray,Imaging,2499
90471,Immunization administration,Preventive,2500
90792,Unknown Procedure,Evaluation & Management,2501
90471,Immunization administration,Preventive,2502
35301,Bypass graft,Surgery,2503
88305,Pathology tissue exam,Lab,2504
11721,Debridement nail,Procedure,2505
99213,"Office/outpatient visit, est",Evaluation & Management,2506
95115,Allergy testing,Procedure,2507
90471,Immunization administration,Preventive,2508
99285,Emergency department visit - high severity,Emergency,2509
95115,Allergy testing,Procedure,2510
35301,Bypass graft,Surgery,2511
15734,Scar revision,Procedure,2512
99214,"Office/outpatient visit, est",Evaluation & Management,2513
93306,Unknown Procedure,Imaging,2514
88305,Pathology tissue exam,Lab,2515
90791,Psychiatric diagnostic eval,Evaluation & Management,2516
35301,Bypass graft,Surgery,2517
31231,Nasal polypectomy,Procedure,2518
80048,Thyroid panel,Lab,2519
93000,Electrocardiogram,Diagnostic,2520
A0425,Ambulance service,Procedure,2521
92511,Speech audiometry,Diagnostic,2522
95810,Nerve conduction study,Diagnostic,2523
49900,Appendectomy,Surgery,2524
52000,Cystoscopy,Procedure,2525
67028,Retinal surgery,Surgery,2526
70450,CT Head without contrast,Imaging,2527
80048,Thyroid panel,Lab,2528
88305,Pathology tissue exam,Lab,2529
35301,Bypass graft,Surgery,2530
99213,Office visit,Evaluation & Management,2531
88305,Pathology tissue exam,Lab,2532
80047,Renal panel,Lab,2533
90791,Unknown Procedure,Evaluation & Management,2534
99213,Office/outpatient visit EST,Evaluation & Management,2535
43239,EGD,Procedure,2536
20610,"Arthrocentesis, small joint",Procedure,2537
27447,Knee replacement,Surgery,2538
35301,Rechanneling of artery,Surgery,2539
00520,Anesthesia for procedures,Procedure,2540
17000,Destruction benign lesion,Procedure,2541
54520,Orchiectomy,Surgery,2542
58150,Cesarean delivery,Surgery,2543
93000,Electrocardiogram,Diagnostic,2544
92511,Speech audiometry,Diagnostic,2545
70450,CT Head without contrast,Imaging,2546
A0425,Ambulance service,Procedure,2547
99285,Emergency department visit - high severity,Emergency,2548
80047,Renal panel,Lab,2549
88305,Pathology tissue exam,Lab,2550
90792,Rheumatology consult,Evaluation & Management,2551
99214,Office/outpatient visit EST - extended,Evaluation & Management,2552
31231,Nasal polypectomy,Procedure,2553
43239,EGD,Procedure,2554
94010,Pulmonary function test,Diagnostic,2555
88305,Pathology tissue exam,Lab,2556
90792,Unknown Procedure,Evaluation & Management,2557
71020,Chest X-ray,Imaging,2558
80047,Renal panel,Lab,2559
95816,"Eeg, awake and drowsy",Diagnostic,2560
80047,Renal panel,Lab,2561
20610,"Arthrocentesis, small joint",Procedure,2562
54520,Orchiectomy,Surgery,2563
80050,General health panel,Lab,2564
88305,Pathology tissue exam,Lab,2565
76830,Pelvic ultrasound,Imaging,2566
88305,Tissue exam by pathologist,Lab,2567
11721,"Debride nail, 6 or more",Procedure,2568
95117,Allergy injection,Procedure,2569
67028,Retinal surgery,Surgery,2570
88305,Tissue exam by pathologist,Lab,2571
88305,Pathology tissue exam,Lab,2572
93458,Cardiac cath,Procedure,2573
52000,Cystoscopy,Procedure,2574
11102,Skin lesion excision,Procedure,2575
20610,"Arthrocentesis, small joint",Procedure,2576
90792,Rheumatology consult,Evaluation & Management,2577
43239,EGD,Procedure,2578
17000,Destruction benign lesion,Procedure,2579
43239,EGD,Procedure,2580
54520,Removal of testis,Surgery,2581
92511,Speech audiometry,Diagnostic,2582
A0425,Unknown Procedure,Procedure,2583
67028,Retinal surgery,Surgery,2584
15734,"Muscle-skin graft, trunk",Procedure,2585
99285,Emergency department visit - high severity,Emergency,2586
88305,Pathology tissue exam,Lab,2587
90471,Immunization administration,Preventive,2588
95810,Nerve conduction study,Diagnostic,2589
11721,Debridement nail,Procedure,2590
80047,Renal panel,Lab,2591
90792,Rheumatology consult,Evaluation & Management,2592
95117,Allergy injection,Procedure,2593
90792,Rheumatology consult,Evaluation & Management,2594
A0425,Ambulance service,Procedure,2595
94010,Pulmonary function test,Diagnostic,2596
11721,"Debride nail, 6 or more",Procedure,2597
80050,General health panel,Lab,2598
96372,Therapeutic injection,Procedure,2599
11102,Skin lesion excision,Procedure,2600
35301,Bypass graft,Surgery,2601
80047,Renal panel,Lab,2602
93458,Cardiac cath,Procedure,2603
11721,Debridement nail,Procedure,2604
92014,Eye exam & treatment,Evaluation & Management,2605
70450,CT Head without contrast,Imaging,2606
15734,Scar revision,Procedure,2607
17000,Destruction benign lesion,Procedure,2608
95117,Allergy injection,Procedure,2609
90791,Psychiatric diagnostic eval,Evaluation & Management,2610
88305,Pathology tissue exam,Lab,2611
88305,Pathology tissue exam,Lab,2612
70450,CT Head without contrast,Imaging,2613
95115,Allergy testing,Procedure,2614
99214,Office visit extended,Evaluation & Management,2615
31231,Nasal polypectomy,Procedure,2616
88305,Pathology tissue exam,Lab,2617
31231,Nasal polypectomy,Procedure,2618
00520,Anesthesia for procedures,Procedure,2619
92014,Ophthalmology exam,Evaluation & Management,2620
99285,Emergency department visit - high severity,Emergency,2621
A0425,Ambulance service,Procedure,2622
11721,Debridement nail,Procedure,2623
67028,Retinal surgery,Surgery,2624
94010,Pulmonary function test,Diagnostic,2625
99213,Office/outpatient visit EST,Evaluation & Management,2626
93458,Cardiac cath,Procedure,2627
58150,Cesarean delivery,Surgery,2628
76830,Pelvic ultrasound,Imaging,2629
93000,Electrocardiogram,Diagnostic,2630
95115,"Immunotherapy, one injection",Procedure,2631
49900,Appendectomy,Surgery,2632
93000,Electrocardiogram,Diagnostic,2633
15734,Scar revision,Procedure,2634
50360,Dialysis access procedure,Procedure,2635
92014,Ophthalmology exam,Evaluation & Management,2636
90471,Immunization administration,Preventive,2637
35301,Bypass graft,Surgery,2638
80050,General health panel,Lab,2639
67028,Retinal surgery,Surgery,2640
99214,Office visit extended,Evaluation & Management,2641
52000,Cystoscopy,Procedure,2642
94010,Pulmonary function test,Diagnostic,2643
95115,Allergy testing,Procedure,2644
35301,Bypass graft,Surgery,2645
20610,"Arthrocentesis, small joint",Procedure,2646
99214,Office/outpatient visit EST - extended,Evaluation & Management,2647
58150,Cesarean delivery,Surgery,2648
88305,Pathology tissue exam,Lab,2649
88305,Pathology tissue exam,Lab,2650
88305,Pathology tissue exam,Lab,2651
00520,Anesthesia for procedures,Procedure,2652
99213,Office visit,Evaluation & Management,2653
99214,Office/outpatient visit EST - extended,Evaluation & Management,2654
90792,Rheumatology consult,Evaluation & Management,2655
99285,Emergency department visit - high severity,Emergency,2656
17000,Destruction benign lesion,Procedure,2657
99213,Office/outpatient visit EST,Evaluation & Management,2658
